Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
4/30/2015 19:20,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,BAYVIEW,NONE,700 Block of INNES AV,-122.3729261,37.73045996
4/30/2015 19:15,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,NORTHERN,NONE,100 Block of PAGE ST,-122.4232028,37.77403947
4/30/2015 19:13,WEAPON LAWS,POSS OF PROHIBITED WEAPON,Thursday,MISSION,"ARREST, BOOKED",200 Block of SHOTWELL ST,-122.4163748,37.76442252
4/30/2015 19:13,WARRANTS,WARRANT ARREST,Thursday,MISSION,"ARREST, BOOKED",200 Block of SHOTWELL ST,-122.4163748,37.76442252
4/30/2015 19:13,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,BAYVIEW,"ARREST, BOOKED",800 Block of MANSELL ST,-122.4095428,37.7195089
4/30/2015 19:12,KIDNAPPING,FALSE IMPRISONMENT,Thursday,MISSION,"ARREST, BOOKED",800 Block of CHURCH ST,-122.4280789,37.7576861
4/30/2015 19:12,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,MISSION,"ARREST, BOOKED",800 Block of CHURCH ST,-122.4280789,37.7576861
4/30/2015 19:12,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Thursday,MISSION,"ARREST, BOOKED",800 Block of CHURCH ST,-122.4280789,37.7576861
4/30/2015 19:11,MISSING PERSON,FOUND PERSON,Thursday,PARK,JUVENILE BOOKED,200 Block of FREDERICK ST,-122.4476172,37.76711285
4/30/2015 19:11,OTHER OFFENSES,PROBATION VIOLATION,Thursday,PARK,JUVENILE BOOKED,200 Block of FREDERICK ST,-122.4476172,37.76711285
4/30/2015 19:04,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.4220627,37.78992
4/30/2015 19:04,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.4220627,37.78992
4/30/2015 19:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
4/30/2015 19:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,NONE,500 Block of TEXAS ST,-122.395301,37.75920155
4/30/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,LAGUNA ST / BAY ST,-122.4316829,37.8032668
4/30/2015 18:58,ASSAULT,BATTERY,Thursday,MISSION,NONE,2200 Block of MISSION ST,-122.4193502,37.76101609
4/30/2015 18:57,WARRANTS,WARRANT ARREST,Thursday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.4095367,37.78269112
4/30/2015 18:45,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE,16TH ST / DOLORES ST,-122.4263845,37.76464394
4/30/2015 18:35,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,BAYVIEW,"ARREST, BOOKED",JENNINGS ST / SHAFTER AV,-122.3869859,37.72892041
4/30/2015 18:35,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,BAYVIEW,"ARREST, BOOKED",JENNINGS ST / SHAFTER AV,-122.3869859,37.72892041
4/30/2015 18:34,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.4220627,37.78992
4/30/2015 18:34,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.4220627,37.78992
4/30/2015 18:31,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,CENTRAL,NONE,0 Block of DRUMM ST,-122.3965564,37.79411691
4/30/2015 18:30,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.4220627,37.78992
4/30/2015 18:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE,200 Block of VALENCIA ST,-122.4222676,37.76957686
4/30/2015 18:30,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,NORTHERN,NONE,2200 Block of FILLMORE ST,-122.4340485,37.79029113
4/30/2015 18:30,NON-CRIMINAL,LOST PROPERTY,Thursday,CENTRAL,NONE,200 Block of COLUMBUS AV,-122.4058387,37.79736318
4/30/2015 18:30,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.4220627,37.78992
4/30/2015 18:20,NON-CRIMINAL,LOST PROPERTY,Thursday,NORTHERN,NONE,POLK ST / GEARY ST,-122.4197398,37.78589261
4/30/2015 18:15,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,TARAVAL,NONE,41ST AV / WAWONA ST,-122.4988675,37.736415
4/30/2015 18:05,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,BAYVIEW,NONE,23RD ST / INDIANA ST,-122.3909231,37.75521393
4/30/2015 18:00,NON-CRIMINAL,TARASOFF REPORT,Thursday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
4/30/2015 18:00,NON-CRIMINAL,"AIDED CASE, DOG BITE",Thursday,BAYVIEW,NONE,1000 Block of NEWHALL ST,-122.3903017,37.7378799
4/30/2015 18:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,TARAVAL,NONE,0 Block of HARDING RD,-122.4977043,37.72473844
4/30/2015 18:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,BAYVIEW,NONE,1700 Block of LASALLE AV,-122.3915152,37.73803768
4/30/2015 18:00,EMBEZZLEMENT,EMBEZZLED VEHICLE,Thursday,BAYVIEW,NONE,1700 Block of LASALLE AV,-122.3915152,37.73803768
4/30/2015 18:00,MISSING PERSON,MISSING JUVENILE,Thursday,SOUTHERN,NONE,0 Block of MOSS ST,-122.4079992,37.77782417
4/30/2015 18:00,MISSING PERSON,FOUND PERSON,Thursday,SOUTHERN,NONE,0 Block of MOSS ST,-122.4079992,37.77782417
4/30/2015 18:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,MISSION,NONE,2200 Block of MARKET ST,-122.4319577,37.76493572
4/30/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,3600 Block of LYON ST,-122.4482784,37.80427189
4/30/2015 18:00,MISSING PERSON,MISSING JUVENILE,Thursday,RICHMOND,UNFOUNDED,3600 Block of SACRAMENTO ST,-122.452796,37.78750019
4/30/2015 18:00,NON-CRIMINAL,FOUND PROPERTY,Thursday,RICHMOND,UNFOUNDED,3600 Block of SACRAMENTO ST,-122.452796,37.78750019
4/30/2015 18:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,BAYVIEW,NONE,1000 Block of MISSISSIPPI ST,-122.3935978,37.75297654
4/30/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE,17TH ST / MISSION ST,-122.4195157,37.76342923
4/30/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,10TH ST / MISSION ST,-122.4159112,37.77527215
4/30/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,PARK,NONE,SCOTT ST / HAYES ST,-122.4361303,37.77520551
4/30/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,LEAVENWORTH ST / FRANCISCO ST,-122.4183438,37.80406963
4/30/2015 17:50,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,PARK,NONE,400 Block of CENTRAL AV,-122.4443805,37.77368111
4/30/2015 17:47,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.4195204,37.76422894
4/30/2015 17:47,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Thursday,SOUTHERN,NONE,900 Block of MARKET ST,-122.4097084,37.78282765
4/30/2015 17:45,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,RICHMOND,"ARREST, BOOKED",2800 Block of CALIFORNIA ST,-122.4412799,37.7879051
4/30/2015 17:45,ASSAULT,BATTERY,Thursday,NORTHERN,NONE,2300 Block of BUCHANAN ST,-122.4310732,37.79156871
4/30/2015 17:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
4/30/2015 17:40,WARRANTS,WARRANT ARREST,Thursday,CENTRAL,"ARREST, BOOKED",COLUMBUS AV / GREENWICH ST,-122.4125452,37.80193058
4/30/2015 17:40,OTHER OFFENSES,PROBATION VIOLATION,Thursday,CENTRAL,"ARREST, BOOKED",COLUMBUS AV / GREENWICH ST,-122.4125452,37.80193058
4/30/2015 17:40,OTHER OFFENSES,FAILURE TO REGISTER AS SEX OFFENDER,Thursday,CENTRAL,"ARREST, BOOKED",COLUMBUS AV / GREENWICH ST,-122.4125452,37.80193058
4/30/2015 17:30,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,RICHMOND,NONE,0 Block of LUPINE AV,-122.4493902,37.78409529
4/30/2015 17:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,TENDERLOIN,NONE,HYDE ST / MCALLISTER ST,-122.415318,37.78071793
4/30/2015 17:30,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,PARK,NONE,FELL ST / MASONIC AV,-122.4459043,37.77299537
4/30/2015 17:19,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,MISSION,"ARREST, BOOKED",0 Block of WIESE ST,-122.4206292,37.76580919
4/30/2015 17:19,WARRANTS,WARRANT ARREST,Thursday,MISSION,"ARREST, BOOKED",0 Block of WIESE ST,-122.4206292,37.76580919
4/30/2015 17:19,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,INGLESIDE,NONE,200 Block of SANTOS ST,-122.4197876,37.70913187
4/30/2015 17:19,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,INGLESIDE,NONE,200 Block of SANTOS ST,-122.4197876,37.70913187
4/30/2015 17:15,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,SOUTHERN,"ARREST, BOOKED",MARKET ST / GOLDEN GATE AV,-122.4102935,37.78223059
4/30/2015 17:15,OTHER OFFENSES,RESISTING ARREST,Thursday,SOUTHERN,"ARREST, BOOKED",MARKET ST / GOLDEN GATE AV,-122.4102935,37.78223059
4/30/2015 17:15,WARRANTS,WARRANT ARREST,Thursday,SOUTHERN,"ARREST, BOOKED",MARKET ST / GOLDEN GATE AV,-122.4102935,37.78223059
4/30/2015 17:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,SOUTHERN,NONE,1100 Block of HOWARD ST,-122.4113591,37.77649448
4/30/2015 17:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,PARK,NONE,800 Block of HAIGHT ST,-122.4362363,37.77142566
4/30/2015 17:00,ASSAULT,THREATS AGAINST LIFE,Thursday,MISSION,NONE,2300 Block of FOLSOM ST,-122.4146955,37.75968618
4/30/2015 17:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Thursday,BAYVIEW,NONE,0 Block of KISKA RD,-122.3784942,37.73040968
4/30/2015 17:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,RICHMOND,NONE,1700 Block of BRODERICK ST,-122.4417545,37.78645172
4/30/2015 17:00,ROBBERY,"ROBBERY,  ATM, GUN, ATT.",Thursday,RICHMOND,NONE,ANZA ST / 33RD AV,-122.4931696,37.77777102
4/30/2015 17:00,SECONDARY CODES,JUVENILE INVOLVED,Thursday,RICHMOND,NONE,ANZA ST / 33RD AV,-122.4931696,37.77777102
4/30/2015 16:45,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.4105247,37.80744512
4/30/2015 16:30,OTHER OFFENSES,"PROBATION VIOLATION, DV RELATED",Thursday,SOUTHERN,"ARREST, BOOKED",6TH ST / BRYANT ST,-122.4025276,37.77603828
4/30/2015 16:30,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,SOUTHERN,"ARREST, BOOKED",6TH ST / BRYANT ST,-122.4025276,37.77603828
4/30/2015 16:30,SEX OFFENSES FORCIBLE,"FORCIBLE RAPE, BODILY FORCE",Thursday,SOUTHERN,"ARREST, BOOKED",6TH ST / BRYANT ST,-122.4025276,37.77603828
4/30/2015 16:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,NONE,KANSAS ST / 23RD ST,-122.4025611,37.75451295
4/30/2015 16:21,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,INGLESIDE,NONE,600 Block of MOSCOW ST,-122.4306365,37.71738398
4/30/2015 16:15,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,1ST ST / MISSION ST,-122.3975764,37.78976193
4/30/2015 16:09,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,INGLESIDE,"ARREST, BOOKED",0 Block of CORDOVA ST,-122.4361546,37.71281891
4/30/2015 16:08,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
4/30/2015 16:04,VEHICLE THEFT,STOLEN TRUCK,Thursday,BAYVIEW,NONE,4600 Block of 3RD ST,-122.3904121,37.73601022
4/30/2015 16:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,MISSION,NONE,2200 Block of MARKET ST,-122.432198,37.76511073
4/30/2015 16:00,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
4/30/2015 16:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
4/30/2015 16:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,LAGUNA ST / WASHINGTON ST,-122.4294501,37.79221682
4/30/2015 15:43,NON-CRIMINAL,AIDED CASE,Thursday,TARAVAL,NONE,1300 Block of 27TH AV,-122.4855633,37.76223866
4/30/2015 15:43,MISSING PERSON,MISSING ADULT,Thursday,TARAVAL,NONE,1300 Block of 27TH AV,-122.4855633,37.76223866
4/30/2015 15:38,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.4220627,37.78992
4/30/2015 15:38,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.4220627,37.78992
4/30/2015 15:30,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,MISSION,NONE,600 Block of VALENCIA ST,-122.4217477,37.76274366
4/30/2015 15:30,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,MISSION,NONE,600 Block of VALENCIA ST,-122.4217477,37.76274366
4/30/2015 15:30,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,MISSION,NONE,2000 Block of MISSION ST,-122.4196583,37.76422056
4/30/2015 15:30,DISORDERLY CONDUCT,"DISTURBING THE PEACE, COMMOTION",Thursday,CENTRAL,NONE,400 Block of SUTTER ST,-122.4078027,37.78938189
4/30/2015 15:30,TRESPASS,TRESPASSING,Thursday,CENTRAL,NONE,400 Block of SUTTER ST,-122.4078027,37.78938189
4/30/2015 15:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,BAYVIEW,NONE,1400 Block of ARMSTRONG AV,-122.3894877,37.72459938
4/30/2015 15:30,LARCENY/THEFT,GRAND THEFT BICYCLE,Thursday,CENTRAL,NONE,POST ST / KEARNY ST,-122.4036635,37.78889468
4/30/2015 15:23,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Thursday,MISSION,"ARREST, BOOKED",3800 Block of 18TH ST,-122.4294799,37.76116648
4/30/2015 15:23,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,MARKET ST / MONTGOMERY ST,-122.4020702,37.78871987
4/30/2015 15:10,NON-CRIMINAL,"AIDED CASE, DOG BITE",Thursday,SOUTHERN,NONE,900 Block of FOLSOM ST,-122.4039794,37.77987474
4/30/2015 15:08,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,NORTHERN,NONE,400 Block of DUBOCE AV,-122.4308076,37.76941133
4/30/2015 15:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,TARAVAL,NONE,700 Block of IRVING ST,-122.4657842,37.76400509
4/30/2015 15:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,CENTRAL,NONE,1100 Block of PINE ST,-122.4149169,37.79028029
4/30/2015 15:00,ASSAULT,BATTERY,Thursday,CENTRAL,NONE,1800 Block of MONTGOMERY ST,-122.4051988,37.805247
4/30/2015 15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,0 Block of MARINA BL,-122.4329516,37.80505202
4/30/2015 15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,400 Block of BRANNAN ST,-122.395986,37.77883482
4/30/2015 15:00,SECONDARY CODES,PREJUDICE-BASED INCIDENT,Thursday,NORTHERN,NONE,FELL ST / WEBSTER ST,-122.4293691,37.77511035
4/30/2015 15:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,NORTHERN,NONE,FELL ST / WEBSTER ST,-122.4293691,37.77511035
4/30/2015 14:57,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,MISSION,"ARREST, BOOKED",FOLSOM ST / 16TH ST,-122.4153084,37.76531614
4/30/2015 14:55,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.4220627,37.78992
4/30/2015 14:55,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.4220627,37.78992
4/30/2015 14:50,SEX OFFENSES FORCIBLE,ASSAULT TO RAPE WITH BODILY FORCE,Thursday,MISSION,"ARREST, BOOKED",1300 Block of VERMONT ST,-122.4032763,37.75253208
4/30/2015 14:50,ASSAULT,FALSE IMPRISONMENT,Thursday,MISSION,"ARREST, BOOKED",1300 Block of VERMONT ST,-122.4032763,37.75253208
4/30/2015 14:50,SEX OFFENSES FORCIBLE,SODOMY (ADULT VICTIM),Thursday,MISSION,"ARREST, BOOKED",1300 Block of VERMONT ST,-122.4032763,37.75253208
4/30/2015 14:49,OTHER OFFENSES,TAMPERING WITH A VEHICLE,Thursday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
4/30/2015 14:40,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Thursday,CENTRAL,"ARREST, BOOKED",0 Block of GREEN ST,-122.3996445,37.80062821
4/30/2015 14:40,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,CENTRAL,"ARREST, BOOKED",0 Block of GREEN ST,-122.3996445,37.80062821
4/30/2015 14:40,WARRANTS,WARRANT ARREST,Thursday,CENTRAL,"ARREST, BOOKED",0 Block of GREEN ST,-122.3996445,37.80062821
4/30/2015 14:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,TARAVAL,NONE,1600 Block of HOLLOWAY AV,-122.4782782,37.72094516
4/30/2015 14:30,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,RICHMOND,NONE,3300 Block of SACRAMENTO ST,-122.447842,37.78813407
4/30/2015 14:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,TARAVAL,NONE,SKYLINEBLVD HY / SLOAT BL,-122.4966346,37.73376906
4/30/2015 14:15,NON-CRIMINAL,"AIDED CASE, DOG BITE",Thursday,SOUTHERN,NONE,900 Block of FOLSOM ST,-122.4039794,37.77987474
4/30/2015 14:00,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.4119876,37.78502266
4/30/2015 14:00,ASSAULT,THREATS AGAINST LIFE,Thursday,NORTHERN,NONE,400 Block of HAIGHT ST,-122.4296227,37.77215583
4/30/2015 14:00,LARCENY/THEFT,ATTEMPTED SHOPLIFTING,Thursday,NORTHERN,NONE,400 Block of HAIGHT ST,-122.4296227,37.77215583
4/30/2015 14:00,NON-CRIMINAL,FOUND PROPERTY,Thursday,NORTHERN,NONE,1200 Block of FRANCISCO ST,-122.4257469,37.80304553
4/30/2015 14:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
4/30/2015 14:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,NORTHERN,NONE,100 Block of LARKIN ST,-122.4166077,37.77913875
4/30/2015 14:00,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Thursday,TARAVAL,NONE,400 Block of SARGENT ST,-122.466677,37.71616503
4/30/2015 14:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Thursday,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.4119876,37.78502266
4/30/2015 14:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,TENDERLOIN,NONE,TURK ST / JONES ST,-122.4124143,37.7830038
4/30/2015 14:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,NONE,CAMBRIDGE ST / SILLIMAN ST,-122.4189023,37.7276275
4/30/2015 14:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,INGLESIDE,NONE,SILVER AV / LISBON ST,-122.4286683,37.72853384
4/30/2015 13:50,NON-CRIMINAL,"DEATH, ACCIDENTAL",Thursday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
4/30/2015 13:50,MISSING PERSON,MISSING ADULT,Thursday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
4/30/2015 13:50,MISSING PERSON,FOUND PERSON,Thursday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
4/30/2015 13:50,NON-CRIMINAL,FOUND PROPERTY,Thursday,CENTRAL,NONE,700 Block of VALLEJO ST,-122.4097917,37.79850835
4/30/2015 13:50,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,RICHMOND,NONE,400 Block of CLEMENT ST,-122.4639021,37.78301893
4/30/2015 13:48,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,NORTHERN,"ARREST, BOOKED",REDWOOD ST / POLK ST,-122.4187111,37.78077263
4/30/2015 13:48,WARRANTS,WARRANT ARREST,Thursday,NORTHERN,"ARREST, BOOKED",REDWOOD ST / POLK ST,-122.4187111,37.78077263
4/30/2015 13:47,ASSAULT,BATTERY,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
4/30/2015 13:45,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,MARKET ST / 10TH ST,-122.4175047,37.77654004
4/30/2015 13:34,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,4TH ST / TOWNSEND ST,-122.3949859,37.77709095
4/30/2015 13:30,NON-CRIMINAL,"AIDED CASE, DOG BITE",Thursday,BAYVIEW,"ARREST, BOOKED",2800 Block of INGALLS ST,-122.3910876,37.72131387
4/30/2015 13:30,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,MISSION,NONE,400 Block of CHURCH ST,-122.4286109,37.7632289
4/30/2015 13:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,INGLESIDE,NONE,300 Block of POLARIS WY,-122.4394805,37.70863484
4/30/2015 13:13,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,CENTRAL,"ARREST, BOOKED",1100 Block of PACIFIC AV,-122.4146686,37.79597531
4/30/2015 13:10,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,CENTRAL,NONE,FRONT ST / SACRAMENTO ST,-122.3989727,37.79428282
4/30/2015 13:00,NON-CRIMINAL,IMPOUNDED VEHICLE,Thursday,TENDERLOIN,"ARREST, BOOKED",500 Block of HYDE ST,-122.4164598,37.78601706
4/30/2015 13:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,TENDERLOIN,"ARREST, BOOKED",500 Block of HYDE ST,-122.4164598,37.78601706
4/30/2015 13:00,MISSING PERSON,MISSING ADULT,Thursday,PARK,NONE,1300 Block of FELL ST,-122.440104,37.77368496
4/30/2015 13:00,MISSING PERSON,FOUND PERSON,Thursday,PARK,NONE,1300 Block of FELL ST,-122.440104,37.77368496
4/30/2015 13:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Thursday,MISSION,NONE,1400 Block of CHURCH ST,-122.4269379,37.74730042
4/30/2015 13:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Thursday,SOUTHERN,NONE,400 Block of BRANNAN ST,-122.395986,37.77883482
4/30/2015 12:54,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,MISSION,NONE,3200 Block of 20TH ST,-122.4130451,37.75894021
4/30/2015 12:48,ASSAULT,BATTERY,Thursday,NORTHERN,"ARREST, BOOKED",800 Block of ELLIS ST,-122.4201913,37.78387039
4/30/2015 12:48,ASSAULT,BATTERY WITH SERIOUS INJURIES,Thursday,NORTHERN,"ARREST, BOOKED",800 Block of ELLIS ST,-122.4201913,37.78387039
4/30/2015 12:45,TRESPASS,TRESPASSING,Thursday,INGLESIDE,NONE,0 Block of CURTIS ST,-122.439819,37.71410519
4/30/2015 12:45,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,INGLESIDE,NONE,0 Block of CURTIS ST,-122.439819,37.71410519
4/30/2015 12:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,900 Block of VANNESS AV,-122.420907,37.78406767
4/30/2015 12:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,1200 Block of FOLSOM ST,-122.4109001,37.77440778
4/30/2015 12:45,PROSTITUTION,"DISORDERLY HOUSE, KEEPING",Thursday,INGLESIDE,NONE,0 Block of CURTIS ST,-122.439819,37.71410519
4/30/2015 12:40,ASSAULT,BATTERY,Thursday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.406521,37.78506294
4/30/2015 12:30,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Thursday,TARAVAL,UNFOUNDED,2300 Block of 24TH AV,-122.4811832,37.74372682
